parent_uuid	parent_concept	uuid	concept
		f9891d8c-4a23-4761-90dd-39a3757c0260	500 BC
		4d8ceced-627a-40a4-944f-ff957ba7acbc	7050 BC
		55fa9061-446e-409c-afc0-5377dd11dff7	70000 BC
		f76eaeb8-c1d9-4f71-a604-7bae2aabc9f2	3500 BC
		3a059839-1c6d-4ec5-b919-d5ae80bf58f0	100 BC
		6a270ec1-30f6-4cdc-aa8c-63d3c7b9346a	AD 1945
		5483f2cb-31ee-4059-93d5-4ad3b3725c28	5450 BC
		59a7d58c-31c1-454a-b8af-db041d89b5c1	AD 533
		333acf17-778b-42bb-9fa9-438d5e2409f6	AD 1800
		c066ae41-08d9-47fc-a220-8460394d4d96	1300 BC
		5f0d421c-a528-4927-8c2e-d3a6d5df32b3	AD 1600
		66a44d79-5535-493f-a115-9ab5fc9915b2	1773 BC
		fe70af46-9605-41c7-afe9-1e7bc878fa9e	3950 BC
		0cc48782-6dfb-49f8-ba31-75cb03eb52f1	3750 BC
		2d90d052-88a4-4aec-a23f-a1a8f31c2098	AD 1200
		a1c1b413-f9cb-4050-94b7-d50a0aeb00c3	1186 BC
		23f4ee9e-b364-4dae-bec1-1028e4205e2b	AD 1700
		f09aa8d3-26f6-4395-9aeb-e2a89a99b7f6	5600 BC
		14585019-bd8e-4ca0-ab8f-955687d582fb	8050 BC
		df67536a-2017-4949-8b14-b9ba67b6cae7	8650 BC
		32fac870-e840-4123-a930-307547a5f38b	350 BC
		d4e445e5-b06e-4a20-b8bc-00ea62f1abc8	31 BC
		f46c7b76-ab67-4bb1-a8f0-9e082a988dc5	AD 1400
		1acc0e5c-9a79-4ce9-ace0-e59893274b3b	50000 BC
		a0111b4f-f31b-4276-88b6-5f60ec49ec30	1295 BC
		099e9c4b-7d75-4167-a84b-9004f369642f	8950 BC
		4e749788-8f67-4126-acca-ae7188910ea8	AD 1250
		b6e5f042-ce81-4fe2-9900-1f63a09df7e7	AD 68
		723ddd94-7bed-4f82-9cd4-8be51687a05f	AD 1500
		ff90b480-5ec6-4ad7-8440-4b19d6f18b4e	9000 BC
		8c64843d-b267-4240-95fb-15059f91ca83	4500 BC
		a4d0d7b0-3193-4d2d-b8b2-36bed9c1da63	4750 BC
		af3a1cc4-e48c-442e-af96-43a3f11dc043	3850 BC
		4fd99217-143c-4cc7-b7a5-7165d01862e9	4400 BC
		208a9d69-7e29-4a4f-878c-9ea4fad2c44e	2950 BC
		32dd0263-3c85-4fe0-adaa-d5666b2a8744	1550 BC
		83702358-7b7c-4ce8-8945-ad7bcf588529	AD 300
		a3bb1127-030b-47a6-9458-82ed9cf9d21d	4650 BC
		436ecd59-7864-4f4d-922f-a2d4b13ae986	6250 BC
		3cb46f29-1ec2-433b-ad92-a011ee925e24	80000 BC
		f1f3344d-3717-4982-ad94-97ec307ca5e8	250 BC
		5c2e37eb-a001-429b-aecb-c72b4d5fe549	AD 1350
		cc6aabc1-1b51-4081-b16c-87f1ea0d402a	1750 BC
		3a6f2fe4-096b-42a1-91c6-39ec4f5a92e1	3450 BC
		c83c17a1-4a0c-40a9-b8e6-df8ce7fb9ad0	8100 BC
		b2a290da-266e-4fc5-b9c5-dbaa109ba968	AD 635
		7358c4fe-5f0c-46e8-bfd2-1a4486772893	2050 BC
		1581c284-4b01-4555-963b-d10b5054fa44	1800 BC
		92a60602-1cf4-4262-aaf3-d1186cac23d6	656 BC
		f461f644-0c7d-4c2a-8a68-102c29bc9483	4450 BC
		66e99cab-b68a-4cd4-8640-564ddf77e665	3100 BC
		7b72a43a-f96f-40d2-8f11-8476f951bb31	AD 2015
		0193d839-c43a-4205-af89-a085adc21521	1580 BC
		bf89550b-8347-484a-9a67-ce1625f273ad	6050 BC
		9830a813-c4aa-4c16-8ba4-4a3dff5ce470	5750 BC
		7653574c-0ffb-4ea0-a16c-c0446ef0808b	1200 BC
		cfa50b8a-9416-473b-8cef-d9c3b7a30739	9150 BC
		1fe001db-8122-484f-95cc-8bbeb3011425	1400 BC
		0e03be69-97d5-4c7f-af50-139b7ff1b09a	4250 BC
		650b265c-0807-456f-8f25-3c1bd1c835d6	5150 BC
		a3eed527-7f71-4cfb-8b58-c386ceb00ec0	399 BC
		64fd0a5a-75d5-403b-86d2-ab04e8d60083	1950 BC
		ae385637-91b5-4a9d-b021-83137b0cf61e	50 BC
		44758323-8a91-4eda-a46c-dffd6dd43b88	4550 BC
		965bf167-73f3-4597-9820-074a444d4bc2	AD 1956
		5269c4c7-f200-43b5-a2c6-6e8c2218524e	AD 282
		39be49b5-0b7e-4688-b24a-8fb0fef4d3c6	8400 BC
		068ccd6d-5045-4422-8311-33c14efbf011	7400 BC
		d7e1c4eb-3bd1-4fe5-b5cf-e96984eebb68	5950 BC
		393176f0-893c-4f78-920b-ae619208550a	96 BC
		37fd2020-1e26-4f14-8f3f-295a29ab4ee5	4300 BC
		5ae6dfd0-731c-4a6a-9d38-6aaae3348672	7450 BC
		74fc384c-dad5-4516-aa1b-546e4083105c	6400 BC
		15fa176e-8716-46f4-a6c2-85b6b19d4cff	7950 BC
		0f481bb8-249b-4f36-8685-c52f73e7dc3d	AD 900
		d18f7448-c4c1-420f-80c5-423bc5ad04d2	9400 BC
		ae89a572-81fd-4a49-9164-1a267a6ce211	8350 BC
		7d4650d7-d4bf-4c6f-9f39-d7c74ccc4a89	6900 BC
		e285bae3-2cc1-4c3c-a99d-7259c6fdc476	2100 BC
		8e937768-75b8-4d21-936d-f61a5eb8d5f0	7800 BC
		49ec0331-a1e4-41f1-91fd-55298dfd6f81	AD 192
		b7935803-1015-43f7-9df3-60635464c81a	4350 BC
		7dc1466a-92a8-4dd2-b596-b9847526f394	2181 BC
		3dbd8a11-b9b8-453a-9dcd-df86996bcd48	8550 BC
		c84350b9-ec87-4e7b-ab57-9a6c31d3445f	404 BC
		4b4efc39-5a6c-421d-9e87-0f875b7ef7da	2125 BC
		b8ba4bf9-65ed-4626-8450-c91f2dfa5c0c	2250 BC
		a43c14e9-bf76-4d9f-8b87-e124e3714642	4900 BC
		dd40c94d-f296-4ce7-a58a-b98c040cff84	4200 BC
		0af9861d-d93a-4c00-8b25-2b2df3a26396	2750 BC
		fcb19095-1274-4ed2-86d0-f60e0393326f	2300 BC
		ffbf9ac8-3737-448a-a711-43311c105fd7	2450 BC
		e4e22473-62a7-446e-a96c-11a09f3196bd	AD 1556
		c6d6847a-549a-4d98-98ff-12e9754adef7	AD 1050
		11018b3f-979b-434d-b03f-b52bd36cad30	2700 BC
		5dc9c04a-f88d-42be-b457-c75f033ae1a5	8500 BC
		e0b1a907-a753-4f36-801c-99324e973d0b	8250 BC
		7c0de28a-8922-473b-b341-be6ed16237e2	7300 BC
		76e11e12-89bd-408c-9efe-335fa10b95c8	8700 BC
		5a37ba9a-89a5-497c-96e7-94d06103bae7	6600 BC
		7d8db51e-8101-49d9-9677-24388fcbc407	9850 BC
		bc19ebc2-8211-4c1f-96f6-d7ec74bb963d	8900 BC
		63aaac6c-1899-4b50-a2fc-ed91483321a3	8300 BC
		d68cf6da-540c-4391-9279-0c6d2e543d12	2650 BC
		6d7f2497-ff0f-4df6-a6d4-c5c3ae1e256e	AD 1000
		b0384948-82b9-4551-ba6c-f670629fdc6e	AD 1950
		41262452-d9bf-4856-8b7f-276841d7cbcd	3700 BC
		11c597b1-e257-46b0-9057-3322359c2fb7	8850 BC
		403873f7-8f6f-4653-b855-c347c7799366	450 BC
		759558bb-6097-4428-88ff-24c6319ecb37	715 BC
		3fa2ccbb-578c-462a-aa8f-f4ab1bbcab74	AD 1549
		a810f43b-e9fd-4826-81c6-47f5ca7b1786	AD 1880
		e522571f-4a42-4d6b-bda6-5ead2ad06fd5	400000 BC
		4fcd78ef-32cb-471d-b9a9-705f981b0b38	1000 BC
		c2a721b3-d5a2-4483-bdce-81a5941b1266	8800 BC
		bf3f236e-0d02-459d-ae51-738160cf1017	AD 550
		543ecf43-8015-4154-bf35-0b7ce1af79ec	1250 BC
		77867e54-7c58-40cc-8d47-1cc2aab7c080	1600 BC
		9e774582-aa53-4785-83c1-00307ba6adc0	9750 BC
		5c255a22-7566-4b3f-bfd1-2f25601d38a8	5350 BC
		5acff947-95fb-46d2-bc70-b9e169973e4a	AD 711
		d40f8bbd-26ab-40f2-b2c8-8da6cd889afa	1850 BC
		7745925f-d9eb-43b6-8ede-d2eb9fc03ad3	343 BC
		218c2f4e-bb8e-4a2e-8d32-25d7b062786f	6200 BC
		74b78f98-cdf7-4d59-8865-39a9f978995a	4100 BC
		7753c37d-aa1c-45f2-b97d-a4cd66515e52	2494 BC
		3e8e7b94-f543-4630-b028-666e6827082d	10700 BC
		106ddc6f-0eb5-4f7d-9869-fee7eb33fe28	AD 1914
		ad358f95-4166-487f-8fa6-4276d51789da	5100 BC
		a210ae4d-5b8e-44fa-a557-56b57b21f4dc	1985 BC
		245c5363-cf4f-4e48-b82b-26c619b87748	650 BC
		dcdf24f3-197e-4609-9208-59c634180cd5	5300 BC
		6feca59c-cfdf-4807-81b0-dc2c7f68c03d	AD 1881
		0dbb012d-72b6-4516-b1d0-8bb7553218e6	664 BC
		7ad1ed02-31d1-490d-bb78-a55d56112375	AD 450
		2114cdc8-64a6-4c4b-8417-f029d0936475	6450 BC
		b10f49af-34b4-42a6-9685-85169a3b6bd5	7350 BC
		5513cc83-4511-46ff-812c-90f283d6dd99	6850 BC
		fe2c5411-854b-440d-b5fd-02ddf4cb61a3	400 BC
		09308612-34fb-4267-ab5b-aa08b67a00df	330 BC
		156e7b93-e0b9-4b29-8568-e98ecd7631b1	4700 BC
		44f67d9b-5622-4c42-8fdc-a3d145dea1ab	AD 1650
		823f30b0-9d0d-4eb0-a0bc-60cb0ef7123b	2000 BC
		07609755-5583-4933-a146-d4a9538530eb	AD 850
		a21fcba6-aae2-485d-9e35-6ae306c4537f	3000 BC
		29e0531f-5412-4d2b-b67e-58117029d06b	4850 BC
		0f4041ff-4946-429b-9da7-7f36ae40d886	9200 BC
		f2a1c653-6256-408f-9b93-b1c967918384	AD 1960
		decad69f-450b-4fd6-8ea4-c655f7e99af7	Use of Incompatible Materials for Repair
		76a83cba-f789-4928-b457-28e81f496742	4950 BC
		e4d395c8-6d49-4c74-a8b6-c63b70e9d5e2	Management and Institutional Factors
		8cae9458-4061-4673-a609-dcb2ecd27f3c	Information Resource Type
		4e94a1b3-4c26-43dc-95d4-27de6fce46ca	Shared Data
		fc79eba1-1286-4638-a26f-700745e2b944	Cartography
		9861235b-bfa3-417c-962a-b72e4b3932be	Imagery
		4cc8daa6-b515-4408-847a-1b39948466f9	Bibliography
		7c603ec6-7b26-42e9-a205-e4628e1eb3f2	Creative Commons (Attribution-NonCommercial-NoDerivs) (CC BY-NC-ND)
		7d1b82e6-94be-47c7-a807-f6dcb602cde7	Other Activities
		d93c6cd4-c411-4588-8e66-1d3f9f300544	Epipalaeolithic (Iran)
		1f2b78b2-55e1-4cd4-96eb-354382c10b70	Epipalaeolithic, Early (Iran)
		a6c10656-2474-47c0-abea-7e562847bd18	Epipalaeolithic, Late (Iran)
		9dc74ba9-0357-45b8-8b52-3d9d1320dce0	1:20,000
		17a8b99b-9dd2-42e5-bf3d-bb42d1a50bc3	Lacustrine
		01eafcf1-f0c6-496f-a938-1f84b83aeff5	Language
		b9cd72d1-b0e6-4d66-9c3c-1c0d0552bf84	Czech
		66ba25ae-67b1-4121-90aa-50ae531cb82b	Dzongkha
		21140b84-dda3-4c11-a0ae-7e755d9017fb	Estonian
		c506916e-cbb9-4d1d-b126-c264cf2cc149	Finnish
		f4fd31df-466f-4265-bfdf-e9ed97e2921c	Bambara
		b8bf6c50-1ba9-412d-b712-f611ee775f85	Cree
		8d03ec5c-5bbd-4e30-a028-d65fda1b4105	Danish
		37be7f18-2661-4c42-8527-eb18f17706a9	Fijian
		c2b800ed-c5a8-4243-9f00-e6125aecde1b	Akan
		683dcdf3-f02b-4121-bf80-4c5924297054	Ewe
		92f8e1f1-d649-4db9-bee1-cebe12633663	Dutch
		f1b77dcc-fe2a-4700-8b32-202336fa7699	Esperanto
		ccd179d3-de7c-4aef-b53f-912912f38c99	Bengali/Bangla
		0c111585-91bc-4dcf-a5da-890121f2f0fd	Afar
		01240b15-ef23-4556-9945-b511c7f8a934	Avestan
		ffd66f8e-50f5-4a61-8852-d963d341f7e3	Bosnian
		fbdb1cb5-241b-4f4c-b382-8a0d40defc36	Azerbaijani
		997b9e88-b53d-47a9-8af1-a5e1d5f8ad83	Bislama
		9b6727f5-f7fd-4bc3-828e-58c2837891af	French
		1cb9548b-e07b-4c69-bc5d-2e5ec3d4147a	Amharic
		f488c526-a4ff-4190-af52-046fc1986dc7	Abkhaz
		ff77a5de-5ed6-410c-b18a-67c1a74067c3	Faroese
		6f0ab6d4-10c8-4e03-b646-9c140738e7ed	Albanian
		1152e1b5-39f3-4ad4-b413-cba3a18526ab	Aragonese
		a75a44b0-2a62-4a9e-b4c9-e935b1ea9d6a	Chamorro
		74bb62d6-3ae1-4b0a-bafc-4a544273b30e	Burmese
		0077ccb9-b9e2-4345-8a35-ea5e49b0b37f	Avaric
		6b20fd9e-7190-4baa-be6e-93744ce0addd	Chuvash
		0845666f-852c-42be-bee2-5079fa64586e	Divehi/Dhivehi/Maldivian
		ef08f061-1799-4b83-8b1b-1dd816f5068e	Arabic
		9df0d7a1-d281-4b7d-acb5-e1626ab735ce	Catalan/Valencian
		707d886a-2d33-4ae2-81e4-23a5ce01218c	Bulgarian
		77105809-748a-4eb1-ab66-2990e98447be	English
		c9a9122a-a8d2-4fb3-b1c5-ab08f1b9fdc0	Afrikaans
		f30f64c7-c7e0-43b9-a7fc-007e97d91f04	Croatian
		8dc177d1-0417-4c4e-a1c4-7fce9cf508b5	Assamese
		5c3d97a8-1ea5-486e-9144-bbc547d0ba31	Corsican
		b2b49237-7977-4b23-b3dd-ded3a163f3aa	Basque
		18620e53-e1d6-471e-99dd-a8980a5fcfef	Belarusian
		89b72b67-976e-4e5e-a3aa-4d17aa94bb93	Chichewa/Chewa/Nyanja
		dfa23d4a-e7aa-46da-a87c-13f092204bd4	Bihari
		b0dc2727-40b0-4cd3-a1c2-bb9d493442d7	Chechen
		e0e1c899-ceea-4a5b-89aa-844f90902acf	Armenian
		ed6287c3-63f9-407a-a91a-a8df3bf305fa	Chinese
		f04d6863-5da3-409c-a3c4-45bf7b1a736b	Cornish
		dade9a37-28ce-4258-9d85-641e6f28f2f6	Bashkir
		554a0328-0c1a-4f73-81eb-bd4aa5338d26	Breton
		4730aa3d-d2c3-4e4d-80a3-23cd5b007531	2160 BC
		b3409164-5fc0-43d5-a6d8-7803564699c9	Recommendation Type
		0294cd7a-f5bf-42e2-b9f4-22a1fa52f688	Archaeological/Heritage Activity
		445bb3d3-793f-4981-9671-21919cc5105d	Maintenance Activity
		5b271129-b0e9-4af9-b70a-f6c09332802b	Management Planning and Preventative Activity
		48a27cec-a057-473e-95eb-ba05c4f7bce8	No Action Needed
		e14c6fcd-c547-451a-bd23-cb5f9c6f1b1a	Plant/Tree
		accf15cc-2ed8-4ced-9bd3-fc1e593e64b2	Geometry Qualifier
		18fd4ebb-5441-46c9-a463-4a11303a8cd9	footprint polygon
		62f56f8b-2f4e-4e83-bec8-cce1b5caa990	circumscribed polygon
		26273e6a-c809-4e70-a4d2-c30a0380597d	Vicinity Point
		49d9499a-0679-48cb-ae25-522e7dda591f	Buffer Polygon
		3851742b-ccf6-4c55-9ea8-cd33981661c1	Center Point
		e4872999-1380-4b72-b9b8-6a1947642c6f	Site Datum Point
		eb810e1c-4eb5-4b72-8100-03f63358950a	Access Point
		09d2e91c-3c31-444d-9891-40c9803ca8e3	Center Line
		11df2516-3710-417d-b1e2-3ce94ceeda3e	Perimeter Polygon
		0d341210-20a3-4c60-8ad7-7328f7f76766	Façade Point
		ec72476c-123e-4489-a159-536ed62d3864	Modern Modification/Alteration
		a1bdef82-b6a7-490c-94fc-a0f80baf73e3	Plain/Plateau
		be5ec387-0eb4-4454-a355-e75ad0edbd25	Islamic (Levant/Arabia)
		a9886909-ec49-4f5e-a9be-1c23e81314b7	Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)
		fe7b3924-9557-4c9b-8937-bcd7e65ac800	Islamic, Late (Mamluk/Rasulid) (Levant/Arabia)
		21141cdd-7287-4885-b7b9-234f665a31b4	Islamic, Late (Ottoman) (Levant/Arabia)
		a8e15853-08b0-4b07-b98d-de9f57de53f3	Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia)
		d807f2e8-17a3-4f71-8d66-4a70b47de5e6	Triangular
		30dce85f-4007-4525-ae6f-aa9594dab3ac	200 BC
		00f0fd90-5c6c-420b-899c-d358557b8aea	Rectilinear
		22cce1f8-0a80-4b2a-81a2-a3acf833aa3d	Concrete (Breeze-block)
		4a8f72ed-80b5-437c-b4c9-8cc7e359800b	Neolithic (Maghreb)
		aaaa7aea-7caf-4741-a9cb-d52e631640ed	Neolithic, Late (Maghreb)
		3dd251c6-33d8-4b6d-9099-889b51723698	Neolithic, Early (Maghreb)
		831ba1e1-286a-4cde-bb84-4b4305737f7b	Neolithic, Late (Mauritania)
		e9d8ffb5-6187-482f-8c0a-7fc0d59d25d3	Aerial Photograph Interpretation
		802bbae5-f88f-4abe-99ab-b2c0eb79d352	Classical/Protohistoric/Pre-Islamic (North Africa)
		e05b03af-e63a-421b-8ada-203b4f7e2cfd	Punic, Late (Maghreb)
		a362c702-415d-4df5-9bf0-f7b81eba7534	Protohistoric, Late (Mauritania)
		8605c02c-4a53-4ca3-b526-7a7ca5cd7366	Roman Imperial (North Africa)
		3bab4e78-8799-4c1b-b42f-4d9241a69c75	Protohistoric, Late (North Africa)
		859fdb53-4715-4df0-aa84-fd9f92b671bc	Protohistoric, Middle (North Africa)
		a2a5d6c1-6bdf-43eb-b2b6-b3148929fdb0	Vandal (Maghreb)
		2d3e544c-d840-4fb5-b50f-03edea589cf7	Protohistoric, Early (Mauritania)
		8d1affc1-6f7a-4a2c-9456-34e77518e2c5	Classical (Cyrenaica)
		15ecd01b-1eab-48cc-8617-8ca43932a3f4	Roman/Late Antique (North Africa)
		9a754ab3-b6b1-4e07-8e4d-898a6487bf5d	Byzantine (Cyrenaica/Egypt)
		2869806a-df05-4b47-ab15-1e9611cccae8	Hellenistic/Ptolemaic (Cyrenaica/Egypt)
		6e0802cf-a6ec-43c9-be65-186ce36990e6	Protohistoric, Early (North Africa)
		e188cda2-8c56-462e-a288-890e268ba190	Roman, Republican (Maghreb)
		006ca26a-fcd7-4867-a4b0-a294642ee793	Byzantine (Maghreb)
		5bdb56c5-786f-4a0a-b6c0-0534c97fc29a	Gate
		86c8f262-2d70-4388-9537-4f3c364b09e1	Vulnerability Type
		74a779a6-9945-4fd7-aa99-544e9d3dfe95	Lack of Roofing
		0cedab28-fbe0-4ba5-bbf5-50ccf93ecf49	Wiring and Electricity System
		95673f0f-50a3-47e5-931a-f9846b3a5962	Location
		9532d000-3c5f-4744-8a34-fffdb545b48f	Lack of Access to the Site
		717e9b02-8e7b-4688-bb1d-27bd91cf2db4	Other
		9ca84d04-0b8c-4e19-8828-34e10e982279	Excavation
		7d682254-205b-4db2-98d1-525da13c06ef	Lack of Evacuation Plan
		fc1ec7fb-1a84-4d4d-85b5-794465be0e46	Lack of Security
		524f485b-362f-490f-b2c7-8ce02e6098ba	Poor Design and Construction
		06b190cc-ee09-4af9-b9b9-64b1ec000afc	Lack of Fire Extinguisher
		60f7a60b-37de-4c89-8b1a-f660161bbeb4	Lack of Fencing
		1cce44f9-bc4f-49fa-b081-f959fd0e861f	Lack of Fire Alarm
		45f1bc24-91bb-4f04-98de-fe460b2abcd0	Construction Material
		610bff1f-22e4-407e-9e47-23435d4833bb	Lack of Regular Monitoring
		2415968f-b88b-4391-8396-361dcf8e43c4	Flammable or combustible material
		1115cece-df57-4b66-8d16-0274c6e4376d	Poor Drainage
		2f9f237b-6071-418b-8fda-1de45463462a	Site Management
		c2663d3f-8718-4689-93e9-6e98eda48dc7	Lack of Local and Traditional Knowledge
		985391d6-f206-4268-b817-ff42c65c714b	Previous Intervention/Restoration
		cd5eb1aa-dfbb-4120-8748-7dd2116dffc3	Lack of Maintenance
		2b269b1e-02d3-4018-a292-5745cdfd1835	Previous Intervention/Restoration
		d53036af-ebd3-4c78-83f8-bf1ff11602af	Definite
		21d0dbcb-5c66-46c7-b27b-62b6693167a5	Actor - Actor
		4eaec4b9-0775-4fbe-af59-bf70d2218352	Condition
		844b8919-ca67-44de-b543-c36232f4c3b4	Fair
		523934de-e2c6-4f47-b99c-0fac16b3fd9c	Good
		93334357-8f68-46ad-a7de-8215247d934d	Very bad
		87fa4827-9910-42d4-98eb-ff78056b2428	Poor
		f3bb90fa-2433-4c90-b471-6737b54b2371	Destroyed
		12ecab59-212c-46b3-a20d-9608dd2cc145	Unknown
		dad6d1c0-fd79-40d6-8ee7-e8c64c734bb5	Late Bronze Age 2/Middle Assyrian (Northern Mesopotamia)
		14c93a28-ebb3-4cee-a576-b6a57b5af5d5	Scatter
		63649eae-36a8-40e1-97e1-43fc74c0d1d9	Agricultural/Pastoral
		54e442f5-5a58-4b12-b02d-18b2675b75a3	Neolithic, Late (Egypt)
		47b17c34-a25b-4d56-864e-42c7676b93ad	Ortho-ready
		336217ab-bded-4015-9523-6dcc7da35ef5	Neolithic, Late/Ceramic/Pottery (Levant/Mesopotamia)
		11588362-4fa8-4e83-a11d-520f38b6f8ef	Neolithic, Late/Ceramic/Pottery, Early (Levant/Mesopotamia)
		16537235-d31f-409e-bb1e-591a52e74dfa	Neolithic, Late/Ceramic/Pottery, Late (Levant/Mesopotamia)
		2e7eb33b-1f6b-4b75-be8d-605a305e87f7	Aerial Photograph (Processed)
		9f53fd57-090a-44f5-91da-4f9576b69c77	Roof
		176f4911-44e0-4c05-b172-e6f9999715e1	Iron/Steel Construction
		178e6018-fa06-4507-99a7-2042d4f36164	Iron Age (Maghreb)
		8b25f001-1654-4ce2-86cc-3df65ad2b67b	Iron Age, Early (Maghreb)
		b56fa5f0-f3be-4206-bcac-595b5f459842	Iron Age, Late/Punic, Early (Maghreb)
		c3cf0af4-349a-4102-8b31-616b9b1acd8f	Islamic, Late (Timurid/Safavid/Qajar) (Iran)
		e1df22df-5c30-4b2b-8033-eaacb7acdbca	Status/Display/Monumental
		280aff2b-8876-4d1f-b783-70a22844b465	kilograms
		3f53757e-ec98-4c61-b1c1-036f0955359c	KH-4A Stereo Medium
		bc1777fd-f7a7-4794-9803-73025e205a7f	8650 BC
		dc896e7c-7b66-4742-a436-89310b877a5c	Unknown
		5e10dfc0-5719-4fef-9936-d405c2dc81a2	Beach
		aead5e8f-c4f9-4388-b1e4-300d7a7bb02e	Feature Evidence Number Type
		ba2307f6-942f-489f-a985-affe49f08825	11 to 20
		86da6f7e-438f-4535-9884-50229c7cc2c2	21 to 50
		940eb026-43ca-4063-9bae-f1d0c1fc4faa	Unknown
		c1b5da06-9cea-45f4-a1a9-4bfb66c3088c	1
		726c1a97-2b3c-46b7-bbea-7a9f3465dd07	51 to 100
		77b989b2-8128-4be9-8673-b8c373d42564	2 to 5
		1c63542c-6da3-40f3-888a-0dae220bb35a	6 to 10
		96b95f9e-b644-459b-b7c5-2fed02d79794	100 to 500
		8e281736-5db2-4b3d-9a5a-ebe2b656d1fc	500+
		5de8e9c2-2f4a-4022-ad68-4b3f00c3e94b	Concentric
		09ed8a72-68fe-4534-853c-675eff539aee	Metric
		6b39baf3-60b2-416a-a22e-a1e203098833	1.24-1.38 m
		61de163f-70a8-40b5-aba8-b74286a86c17	60 m
		b808917d-ceed-4e56-9424-bf69dc1ec4c7	15-30 m
		882b5c89-8ad4-4f18-809d-a6f25c383080	0.7-2.8 m
		c3da7b0f-6a55-43a3-b531-b179615479df	30 m
		747977c4-9c53-4422-afa8-6baad2b82c75	3 m
		070752e7-d8a2-4a1f-90cf-1cc3c83dd41e	0.59-0.69 m
		7e878e8b-54e3-4532-907a-81331da7c0d5	1 m
		aacdc9fa-a425-4826-99cf-4e513a9fe07e	0.46-0.59 m
		0ce9790a-c1d9-4e13-8688-059eceb77bb2	1.85-2.07 m
		603ca224-da07-4ae5-b291-5371c10ccc5d	4 m
		eec69364-c0fc-4d89-af6b-b118e20e3894	2 m
		acfa197f-711b-4788-a618-0c5f1cc65241	0.31-0.38 m
		aeddcb53-ea89-4737-8d3e-6a5d02bb4c20	From Date
		2f8f1849-51b4-4c6b-9e8e-407601360196	1700 BC
		94bdc827-2ae2-4313-8d80-25688a291869	AD 1880
		90259245-5935-4a01-b1f8-7e619b1871e2	9750 BC
		8ec23d2f-3ea4-4b90-ac62-1277a52ab34a	AD 224
		97d71cd4-399a-420a-8e9c-7f5cf9dd829e	AD 1400
		06442c19-d5cc-44b3-8751-b3c723769be2	AD 150
		108dc8cd-3057-4eb5-a756-b12f81ef3ea4	4050 BC
		8bf7ab37-1321-44d2-95ad-9ae8963e8670	2494 BC
		97a6af62-0d68-4d5b-a070-a62787a71f9a	2300 BC
		2d726879-e6b8-415e-a1e7-530b9771b398	AD 1914
		67af3ec2-affa-4472-b203-e0421b2ab0c5	AD 900
		2e9dd044-16f4-4842-b900-5634b2722e3a	380 BC
		f441384f-75e2-496b-b29a-4717d812d640	332 BC
		34a296c5-4395-47a6-b5d7-4fb65dd07d7a	AD 1951
		a1ce68a2-e9a0-4102-b60c-9e527c146e33	7950 BC
		31f7e4f2-bf43-4b73-9eea-c0e95f9c0380	AD 1850
		5e7022bf-40c5-434a-bbb8-1efbf0fc87cc	6900 BC
		ec66913f-45e3-471f-a54b-a3bfe56193f3	400000 BC
		3189aa24-1ca7-45c2-b09b-08ef1d4fd020	2686 BC
		e9309f13-14aa-42a3-8b9c-64aaf58970e6	1100 BC
		e14daf51-d42d-4a99-8b27-a4bdbf3d6048	2345 BC
		ebb608d1-2cec-4dcb-be5b-0673c1d2f617	750 BC
		3141d116-dbaf-49ad-b09e-77fb35331322	6050 BC
		7ad4a7d7-7360-4711-a2fd-2eb8db91022c	4300 BC
		6614ccc0-263e-48d1-94f6-c78b4cbdb07c	6950 BC
		174b2652-57f5-4831-a03c-cbe8965cf419	650 BC
		8a60c60f-1ec6-4ec3-8a8f-5fa49bfe8083	550 BC
		5d01ce1c-e1df-4968-81f1-2746fa1f33de	400 BC
		674c295d-cff7-4220-9d95-dd6180f6801f	4650 BC
		456c4b4c-64cc-4125-ba8d-43315b9947ac	7000 BC
		2b084d25-f93f-4438-a608-ab41364bc9e6	3250 BC
		4841209c-cb47-433c-9127-b0a4b74f385d	1600 BC
		c78fec99-33e9-4a9b-b147-8297b1547b4c	AD 1600
		ccf17fdf-bb53-4cba-aaef-558728fd517d	AD 1200
		fd12df3f-ed76-4fc9-aec6-c25334da8a90	5850 BC
		9eb44268-b565-49bb-b1aa-6d91b2fcdc95	7500 BC
		9471eee3-33c3-43a1-a8ac-cddf8e3ca6a2	312 BC
		e10cdebe-758e-4046-92d2-1c2e33039607	7450 BC
		6b263de6-e126-4267-b41f-fad4226e11f3	4500 BC
		366f7e0d-c162-46ae-badd-cec3277479f7	AD 500
		31f043a8-259d-4b16-981e-5e3510d37d9f	70000 BC
		d2c76115-1e42-49fb-9319-66295a645937	AD 1945
		2d5227cc-ee7b-48a1-b80f-b79299ad1c6d	2100 BC
		176ed162-d288-4dab-8b3a-d0e5db006cd3	2850 BC
		e4bc3956-b63e-4b48-b5d0-e7732e31f8e1	5100 BC
		0f3f920c-5537-4733-9e4c-5d72ef22f567	AD 1922
		6ecdce8a-1355-4498-9db6-b0c984ba7291	AD 1060
		c1534e43-a8b3-4c7f-9ab2-26424bcc9386	AD 1260
		83840342-ecbb-4611-ab0e-030f945a3119	3100 BC
