Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((35.994425 34.006697, 35.99443 34.006604, 35.994487 34.006611, 35.994521 34.00654, 35.994454 34.006497, 35.994473 34.006448, 35.994532 34.006444, 35.994591 34.006453, 35.994682 34.006444, 35.994757 34.006453, 35.99494 34.006548, 35.994921 34.00658, 35.994873 34.006613, 35.994843 34.006666, 35.9948 34.0067, 35.994739 34.006769, 35.994682 34.006755, 35.994543 34.006722, 35.994425 34.006697)))","2017-12-19, 2018-01-03",None,None,,EAMENA-0127047,,Probable,Not Applicable,Clustered,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,15/07/2008,26/06/2017,,,None,15/07/2008,26/06/2017,,,,,Vegetation/Crops/Trees,,,None,Positive/Built Feature,Polygonal,,Fair,"Desk-based, Desk-based",Medium,,,Agricultural/Pastoral,2 to 5,,,Unknown,"Agricultural/Pastoral, Domestic","Collapse/Structural Damage, Loss/Removal of Archaeological Material",,,"High, High",,,,,,,,,,,Building/Enclosure,High,Rectangular/Square,Lebanon,,High,Structure,"None, None","Medium, Medium",,,,,,High,,,,None,,,High,Vegetation/Crops/Trees,High,E35N34-22,,Agricultural/Pastoral,,,,,,,E35N34-22_000001,Plain/Plateau,11-30%,,,,Designation,,None,None,,,,,,dec66bc1-917a-49de-b685-a372a6d3c166
"GEOMETRYCOLLECTION (POLYGON ((35.998563 34.007558, 35.998721 34.007518, 35.998764 34.007574, 35.998609 34.007656, 35.998593 34.007707, 35.998544 34.007799, 35.998432 34.007807, 35.998346 34.007698, 35.998357 34.007663, 35.998426 34.007647, 35.99844 34.007616, 35.998472 34.007598, 35.998509 34.00761, 35.998563 34.007558)))","2018-01-03, 2017-12-19",None,None,,EAMENA-0127048,,Not Applicable,Not Applicable,"Adjoining, Clustered","2 to 5, 2 to 5",,"Eleanor Blackwood, Jennie Bradbury",,31/12/2014,26/06/2017,,,None,31/12/2014,26/06/2017,,,,,Unknown,,,None,Positive/Built Feature,Rectangular/Square,,Fair,"Desk-based, Desk-based",Not Applicable,,,Agricultural/Pastoral,2 to 5,,,Unknown,"Agricultural/Pastoral, Domestic",Collapse/Structural Damage,,,"Medium, Medium",,,,,,,,,,,Building/Enclosure,"Medium, Medium","Sub-rectangular, Rectangular/Square",Lebanon,,Medium,"Structure, Structure","None, None",Medium,,,,,,High,,,,None,,,High,Unknown,Medium,E35N34-22,,Unknown,,,,,,,E35N34-22_000002,Plain/Plateau,11-30%,,,,Designation,,None,None,,,,,,25b29415-d6d4-4b66-9ce1-113ebff8cfee
"GEOMETRYCOLLECTION (POLYGON ((35.993821 34.124419, 35.993499 34.124143, 35.993757 34.122855, 35.993864 34.122784, 35.993939 34.122882, 35.993821 34.124419)))",19/12/2017,,,,EAMENA-0127055,,,Not Applicable,Adjoining,2 to 5,,Jennie Bradbury,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,2 to 5,,,Unknown,,,,,,,,,,,,,,,,Building/Enclosure,Low,Rectangular/Square,Lebanon,,Low,Structure,None,,,,,,,Medium,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000009,Plain/Plateau,,,,,Designation,,None,,,,,,,f1eb112a-7b65-4242-ab17-b286955597d5
"GEOMETRYCOLLECTION (POLYGON ((35.994939 34.086487, 35.994914 34.086445, 35.994955 34.086409, 35.994998 34.086449, 35.994939 34.086487)))","2017-12-19, 2018-01-03",,,,EAMENA-0127054,,,Not Applicable,Discrete,1,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,"Desk-based, Desk-based",,,,,1,,,Unknown,"Agricultural/Pastoral, Domestic",,,,"Medium, Medium",,,,,,,,,,,Building/Enclosure,Medium,Rectangular/Square,Lebanon,,Low,Structure,"None, None",,,,,,,High,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000008,Plain/Plateau,,,,,Designation,,None,,,,,,,b8e3ca2e-9961-460f-895e-f895c83ce357
"GEOMETRYCOLLECTION (POLYGON ((35.99742 34.066313, 35.997356 34.066262, 35.997337 34.066215, 35.997348 34.066166, 35.997369 34.066144, 35.997396 34.066195, 35.997498 34.066153, 35.9976 34.066095, 35.997675 34.066075, 35.997745 34.066037, 35.997812 34.066042, 35.99782 34.066079, 35.997798 34.066102, 35.997737 34.066099, 35.997696 34.066095, 35.997613 34.066113, 35.997541 34.066162, 35.997477 34.066188, 35.997412 34.066226, 35.997396 34.066255, 35.99742 34.066313)))","2017-12-19, 2018-01-03","None, None","None, None",,EAMENA-0127053,,Possible,Not Applicable,"Discrete, Discrete, Discrete","1, 1, 1",,"Jennie Bradbury, Eleanor Blackwood",,"2004-12-31, 2004-12-31","2017-06-26, 2017-06-26",,,"None, None","2004-12-31, 2004-12-31","2017-06-26, 2017-06-26",,,,,Vegetation/Crops/Trees,,,"None, None",Positive/Built Feature,Irregular,,Fair,"Desk-based, Desk-based","Low, Low",,,"Agricultural/Pastoral, Hydraulic Use",Unknown,,,Unknown,Unknown,"Earth Displacement, Collapse/Structural Damage",,,Not Applicable,,,,,,,,,,,Unknown,"Medium, Medium, Medium","Irregular, Straight, Circular",Lebanon,,Not Applicable,"Colour/Texture Difference, Bank/Earthwork, Bank/Earthwork","None, None","Low, Low",,,,,,Medium,,,,None,,,High,"Vegetation/Crops/Trees, Vegetation/Crops/Trees",Low,E35N34-22,,Hydraulic Use,,,,,,,E35N34-22_000007,Valley Bed,1-10%,,,,Designation,,None,"None, None",,,,,,fa3ae4b9-01cf-448c-aef9-c9f2403f53e2
"GEOMETRYCOLLECTION (POLYGON ((35.99944 34.065988, 35.999364 34.065948, 35.999005 34.065237, 35.998951 34.065197, 35.998968 34.065144, 35.999 34.064753, 35.999032 34.064695, 36.000293 34.065051, 36.000341 34.065011, 36.000421 34.065033, 36.000926 34.06502, 36.001006 34.064988, 36.001022 34.065046, 36.000888 34.065326, 36.000947 34.065366, 36.000915 34.065415, 36.000904 34.065686, 36.000947 34.065731, 36.000877 34.065775, 36.000046 34.065833, 35.999938 34.065811, 35.999477 34.065948, 35.99944 34.065988)))","2017-12-19, 2018-01-03",None,None,,EAMENA-0127052,,Possible,Not Applicable,Dispersed,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,31/12/2004,26/06/2017,,,None,31/12/2004,26/06/2017,,,,,Road/Track,,,None,Positive/Built Feature,Polygonal,,Fair,"Desk-based, Desk-based",Not Applicable,,,Agricultural/Pastoral,2 to 5,,,Unknown,"Domestic, Agricultural/Pastoral",Alteration of Terrain,,,"High, Medium",,,,,,,,,,,Building/Enclosure,High,Rectangular/Square,Lebanon,,High,Structure,"None, None",Low,,,,,,Low,,,,None,,,High,No Visible/Known,Low,E35N34-22,,Building and Development,,,,,,,E35N34-22_000006,Plain/Plateau,1-10%,,,,Designation,,None,None,,,,,,869b8806-9a4a-4373-af1b-9ec1d0fc262b
"GEOMETRYCOLLECTION (POLYGON ((35.994496 34.017944, 35.994496 34.01788, 35.994574 34.017824, 35.994523 34.017815, 35.994531 34.017777, 35.994563 34.017757, 35.994536 34.017742, 35.994601 34.017744, 35.994606 34.017773, 35.994625 34.017795, 35.994665 34.017811, 35.994649 34.017842, 35.994579 34.017873, 35.994576 34.017908, 35.994614 34.017911, 35.994617 34.017944, 35.994496 34.017944)))","2018-01-03, 2017-12-19, 2018-01-03",None,None,,EAMENA-0127050,,Probable,Not Applicable,Adjoining,2 to 5,,"Eleanor Blackwood, Jennie Bradbury, Eleanor Blackwood",,15/01/2014,26/06/2017,,,None,15/01/2014,26/06/2017,,,,,Construction,,,None,Positive/Built Feature,Polygonal,,Poor,"Desk-based, Desk-based, Desk-based",High,,,Building and Development,2 to 5,,,Unknown,"Agricultural/Pastoral, Domestic","Covered, Collapse/Structural Damage, Structural Alteration",,,"High, High",,,,,,,,,,,Building/Enclosure,High,Rectangular/Square,Lebanon,,High,Structure,"None, None, None","High, High, Medium",,,,,,Medium,,,,None,,,High,Construction,High,E35N34-22,,Building and Development,,,,,,,E35N34-22_000004,Plain/Plateau,31-60%,,,,Designation,,None,None,,,,,,c9fbb4bb-e89b-46bb-a0d3-386ee4670717
"GEOMETRYCOLLECTION (POLYGON ((35.997838 34.031896, 35.997733 34.031905, 35.997687 34.031859, 35.997569 34.031763, 35.997427 34.031716, 35.99729 34.031587, 35.997172 34.031478, 35.99732 34.031443, 35.997441 34.031398, 35.997639 34.031443, 35.997921 34.031496, 35.997969 34.031572, 35.998141 34.031634, 35.998218 34.031721, 35.998114 34.031741, 35.998076 34.031805, 35.998208 34.03183, 35.998162 34.031887, 35.998017 34.031881, 35.998015 34.031894, 35.997838 34.031896)))","2017-12-19, 2018-01-03",None,None,,EAMENA-0127051,,Possible,Not Applicable,Isolated,1,,"Jennie Bradbury, Eleanor Blackwood",,31/12/2004,26/06/2017,,,None,31/12/2004,26/06/2017,,,,,Vegetation/Crops/Trees,,,None,Negative/Cut/Dug Feature,Sub-circular,,Fair,"Desk-based, Desk-based",Low,,,Unknown,1,,,Unknown,Industrial/Productive,Alteration of Terrain,,,Medium,,,,,,,,,,,Mine/Quarry/Extraction,Low,Irregular,Lebanon,,Low,Modified Rock Surface,"None, None",Low,,,,,,Medium,,,,None,,,High,Vegetation/Crops/Trees,Low,E35N34-22,,Unknown,,,,,,,E35N34-22_000005,Plain/Plateau,1-10%,,,,Designation,,None,None,,,,,,c89a3f3e-e8e8-4d91-ac10-01d31cc014d9
"GEOMETRYCOLLECTION (POLYGON ((35.997265 34.176641, 35.997329 34.17679, 35.997294 34.176827, 35.9972 34.17685, 35.997198 34.176788, 35.997192 34.17673, 35.997265 34.176641)))","2018-01-03, 2017-12-19",,,,EAMENA-0127060,,,Not Applicable,Isolated,1,,"Eleanor Blackwood, Jennie Bradbury",,,,,,,,,,,,,,,,,Negative/Cut/Dug Feature,Irregular,,,"Desk-based, Desk-based",,,,,1,,,Unknown,Industrial/Productive,,,,Medium,,,,,,,,,,,Mine/Quarry/Extraction,Low,Irregular,Lebanon,,Low,Modified Rock Surface,"None, None",,,,,,,Medium,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000014,Slopes,,,,,Designation,,None,,,,,,,c68c31c1-e800-4313-9bc9-b1167459e007
"GEOMETRYCOLLECTION (POLYGON ((35.992467 34.208264, 35.992403 34.208236, 35.992397 34.208205, 35.992279 34.208171, 35.992333 34.208116, 35.992387 34.208107, 35.992496 34.208029, 35.992537 34.208038, 35.992671 34.208078, 35.992773 34.208127, 35.992802 34.208147, 35.992853 34.2082, 35.992923 34.208249, 35.992853 34.208242, 35.99259 34.208249, 35.992564 34.208202, 35.992526 34.208218, 35.99251 34.208253, 35.992467 34.208264)))","2017-12-19, 2018-01-03",,,,EAMENA-0127061,,,Not Applicable,Clustered,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Curvilinear,,,"Desk-based, Desk-based",,,,,2 to 5,,,Unknown,"Agricultural/Pastoral, Domestic",,,,"Medium, Medium",,,,,,,,,,,Enclosure,High,Sub-circular,Lebanon,,High,Structure,"None, None",,,,,,,Medium,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000015,Slopes,,,,,Designation,,None,,,,,,,7bf817aa-a49d-41d0-9b95-076102db7c8a
"GEOMETRYCOLLECTION (POLYGON ((35.999654 34.2086, 35.999782 34.208578, 35.999911 34.208498, 36.000233 34.208489, 36.000228 34.208543, 36.00034 34.208583, 36.000399 34.208689, 36.000372 34.208756, 36.000297 34.208787, 36.000179 34.208796, 35.999981 34.208933, 35.999949 34.209009, 35.999857 34.209044, 35.999729 34.209026, 35.999729 34.208951, 35.999664 34.208756, 35.999621 34.208663, 35.999654 34.2086)))","2017-12-19, 2018-01-03",,,,EAMENA-0127062,,,Not Applicable,"Clustered, Discrete","2 to 5, 1",,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Polygonal,,,"Desk-based, Desk-based",,,,,"2 to 5, 1",,,Unknown,Religious,,,,Definite,,,,,,,,,,,"Building/Enclosure, Church/Chapel","Low, High","Sub-circular, Rectangular/Square",Lebanon,,"High, High","Structure, Structure","None, None",,,,,,,Medium,,,,None,,,High,,"Low, Low",E35N34-22,,,,,,,,,E35N34-22_000016,Precipice/Edge,,,,,Designation,,None,,,,,,,11a2ce50-3837-438c-969c-60fc71330535
"GEOMETRYCOLLECTION (POLYGON ((35.99835 34.217686, 35.998283 34.217566, 35.998267 34.217517, 35.998315 34.217491, 35.998334 34.217515, 35.998369 34.217626, 35.998417 34.217664, 35.99835 34.217686)))","2017-12-19, 2018-01-03",,,,EAMENA-0127063,,,Not Applicable,Isolated,1,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,"Desk-based, Desk-based",,,,,1,,,Unknown,"Agricultural/Pastoral, Domestic",,,,"Medium, Medium",,,,,,,,,,,Enclosure,Medium,Rectangular/Square,Lebanon,,High,Structure,"None, None",,,,,,,Medium,,,,None,,,High,,Medium,E35N34-22,,,,,,,,,E35N34-22_000017,Slopes,,,,,Designation,,None,,,,,,,844342a1-54e2-460d-a898-0872fd985567
"GEOMETRYCOLLECTION (POLYGON ((35.994052 34.223369, 35.994191 34.223495, 35.994272 34.223586, 35.994296 34.223642, 35.994435 34.223797, 35.994602 34.22389, 35.994521 34.224005, 35.994403 34.22407, 35.994323 34.224109, 35.994349 34.224167, 35.994245 34.2242, 35.994151 34.224134, 35.994084 34.224169, 35.994052 34.224214, 35.994011 34.2242, 35.99395 34.22422, 35.993904 34.224178, 35.993899 34.224098, 35.993859 34.224043, 35.993813 34.224016, 35.993773 34.223943, 35.9937 34.223901, 35.993687 34.223948, 35.993631 34.223925, 35.993636 34.223859, 35.99359 34.223812, 35.993553 34.223763, 35.993518 34.223732, 35.99344 34.223715, 35.993395 34.22371, 35.993373 34.22369, 35.993368 34.223624, 35.993389 34.223568, 35.99347 34.223528, 35.993534 34.223482, 35.993628 34.223449, 35.993767 34.223431, 35.993888 34.223431, 35.993979 34.2234, 35.994052 34.223369)))","2018-01-03, 2017-12-19",,,,EAMENA-0127064,,,Not Applicable,"Discrete, Clustered, Isolated","1, 2 to 5, 1",,"Eleanor Blackwood, Jennie Bradbury",,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,"Desk-based, Desk-based",,,,,Unknown,,,Unknown,Agricultural/Pastoral,,,,Low,,,,,,,,,,,Sub-surface Material,"Low, Medium, Medium","Sub-circular, Winding, Irregular",Lebanon,,Low,"Large Mound, Bank/Earthwork, Colour/Texture Difference","None, None",,,,,,,High,,,,None,,,High,,Low,E35N34-22,,,,,,,,,,Slopes,,,,,,,None,,,,,,,da87c44d-9a67-43ea-bdd6-9a87f688ef76
"GEOMETRYCOLLECTION (POLYGON ((35.996617 34.16255, 35.996617 34.162521, 35.996584 34.162499, 35.996587 34.162472, 35.996635 34.162472, 35.996622 34.162499, 35.996652 34.162516, 35.996654 34.162565, 35.996633 34.162574, 35.996617 34.16255)))","2018-01-03, 2017-12-19",03/01/2004,None,,EAMENA-0127059,,"Not Applicable, Possible",Not Applicable,Isolated,1,,"Eleanor Blackwood, Jennie Bradbury",,None,None,,,None,None,None,,,,,"Unknown, Water Action",,,None,Positive/Built Feature,Sub-circular,,Fair,"Desk-based, Desk-based",Not Applicable,,,,Unknown,,,Unknown,Funerary/Memorial,,,,Negligible,,,,,,,,,,,Unknown,Low,Irregular,Lebanon,,Not Applicable,Small Mound/Cairn,"None, None",,,,,,,Medium,,,,None,,,High,No Visible/Known,Low,E35N34-22,,Hydraulic Use,,,,,,,E35N34-22_000013,Plain/Plateau,1-10%,,,,Designation,,None,03/01/2004,,,,,,22818a33-7efb-4e24-bc5b-917fa9126a87
"GEOMETRYCOLLECTION (POLYGON ((35.993057 34.156042, 35.993151 34.156053, 35.993279 34.156093, 35.993317 34.156122, 35.99333 34.156171, 35.993389 34.156209, 35.993271 34.156282, 35.993333 34.156317, 35.993341 34.156346, 35.993397 34.156357, 35.993424 34.156382, 35.99344 34.156415, 35.993521 34.156428, 35.993451 34.156453, 35.993446 34.156482, 35.993414 34.156473, 35.993411 34.156517, 35.993325 34.15653, 35.993352 34.156504, 35.993346 34.156444, 35.993298 34.156442, 35.993226 34.156442, 35.993164 34.156424, 35.993167 34.156382, 35.993108 34.156371, 35.993183 34.15632, 35.993084 34.156257, 35.993081 34.156169, 35.993014 34.156184, 35.992998 34.156111, 35.993057 34.156042)))","2017-12-19, 2018-01-03",26/06/2017,None,,EAMENA-0127058,,Not Applicable,Not Applicable,Adjoining,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,None,None,,,None,None,None,,,,,Unknown,,,None,Negative/Cut/Dug Feature,Curvilinear,,Fair,"Desk-based, Desk-based",Not Applicable,,,,Unknown,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,Medium,Irregular,Lebanon,,Not Applicable,Cave,"None, None",,,,,,,Medium,,,,None,,,High,No Visible/Known,Low,E35N34-22,,Unknown,,,,,,,E35N34-22_000012,Slopes,1-10%,,,,Designation,,None,26/06/2017,,,,,,98efe489-cbcc-4ae4-ab3d-a90a89107438
"GEOMETRYCOLLECTION (POLYGON ((35.995772 34.144632, 35.995871 34.144661, 35.995866 34.144745, 35.995799 34.144838, 35.995718 34.144951, 35.995683 34.145034, 35.99564 34.1451, 35.995624 34.145156, 35.995707 34.145196, 35.995742 34.1453, 35.995694 34.145358, 35.995616 34.145378, 35.995509 34.145384, 35.995455 34.145338, 35.995426 34.145293, 35.995675 34.144869, 35.995597 34.144889, 35.99556 34.144858, 35.995579 34.144807, 35.995654 34.144796, 35.995643 34.144716, 35.995713 34.144667, 35.995772 34.144632)))","2017-12-19, 2018-01-03",None,None,,EAMENA-0127057,,Not Applicable,Not Applicable,Adjoining,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,31/12/2004,20/06/2017,,,None,31/12/2004,20/06/2017,,,,,Unknown,,,None,Positive/Built Feature,Polygonal,,Very Bad,"Desk-based, Desk-based",Not Applicable,,,Unknown,2 to 5,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Enclosure,Medium,Irregular,Lebanon,,Medium,Structure,"None, None",,,,,,,Low,,,,None,,,High,Unknown,Low,E35N34-22,,,,,,,,,E35N34-22_000011,Summit,61-90%,,,,Designation,,None,None,,,,,,2aa863d2-e6b5-4dde-acd7-974663eaa931
"GEOMETRYCOLLECTION (POLYGON ((35.990496 34.249557, 35.990386 34.249488, 35.99033 34.249379, 35.990298 34.249302, 35.990357 34.249271, 35.99041 34.249198, 35.99048 34.249235, 35.990496 34.249291, 35.990529 34.249331, 35.990593 34.24936, 35.990496 34.249557)))","2017-12-19, 2018-01-03",,,,EAMENA-0127066,,,Not Applicable,Isolated,1,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Negative/Cut/Dug Feature,Semi-circular,,,"Desk-based, Desk-based",,,,,Unknown,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,High,Irregular,Lebanon,,Not Applicable,Cave,"None, None",,,,,,,Low,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000021,Slopes,,,,,Designation,,None,,,,,,,3cc4b2e0-8941-4f3f-8207-d31c4386b26c
"GEOMETRYCOLLECTION (POLYGON ((35.993472 34.231446, 35.99334 34.231369, 35.993362 34.231258, 35.993415 34.231258, 35.993442 34.231218, 35.993509 34.2314, 35.993472 34.231446)))","2017-12-19, 2018-01-03",,,,EAMENA-0127065,,,Not Applicable,Isolated,1,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,"Desk-based, Desk-based",,,,,1,,,Unknown,Agricultural/Pastoral,,,,Medium,,,,,,,,,,,Enclosure,High,Rectangular/Square,Lebanon,,Medium,Structure,"None, None",,,,,,,Medium,,,,None,,,High,,High,E35N34-22,,,,,,,,,E35N34-22_000020,Slopes,,,,,Designation,,None,,,,,,,651b7014-9649-4e44-8578-e9ad7e148730
"GEOMETRYCOLLECTION (POLYGON ((35.986991 34.2327, 35.987683 34.232624, 35.98776 34.232995, 35.987184 34.232811, 35.986991 34.2327)))","2017-12-19, 2018-01-04",,,,EAMENA-0127067,,,Not Applicable,Clustered,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Circular,,,"Desk-based, Desk-based",,,,,2 to 5,,,Unknown,Funerary/Memorial,,,,Low,,,,,,,,,,,Tomb/Grave/Burial,Low,Circular,Lebanon,,Low,Small Mound/Cairn,"None, None",,,,,,,Low,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000022,Plain/Plateau,,,,,Designation,,None,,,,,,,094df220-163a-4ba9-93f6-30b8a5572388
"GEOMETRYCOLLECTION (POLYGON ((35.990511 34.226461, 35.990364 34.226452, 35.990294 34.226432, 35.990109 34.226585, 35.989916 34.226699, 35.989929 34.226663, 35.989964 34.22659, 35.990004 34.226486, 35.990029 34.226435, 35.990096 34.226399, 35.990235 34.226335, 35.990332 34.226306, 35.990404 34.226275, 35.990506 34.226266, 35.990683 34.226231, 35.990723 34.226259, 35.990788 34.226337, 35.990688 34.22641, 35.990511 34.226461)))","2018-01-04, 2017-12-19",,,,EAMENA-0127069,,,Not Applicable,Adjoining,2 to 5,,"Eleanor Blackwood, Jennie Bradbury",,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,"Desk-based, Desk-based",,,,,2 to 5,,,Unknown,"Domestic, Agricultural/Pastoral",,,,"Medium, Medium",,,,,,,,,,,Enclosure,High,Rectangular/Square,Lebanon,,High,Structure,"None, None",,,,,,,Low,,,,None,,,High,,Medium,E35N34-22,,,,,,,,,E35N34-22_000024,Plain/Plateau,,,,,Designation,,None,,,,,,,7bdd06b5-6cda-4d4b-a11d-16abe85f1b78
,"2017-12-19, 2018-01-04",,,,EAMENA-0127068,,,Not Applicable,Isolated,1,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Negative/Cut/Dug Feature,Straight,,,"Desk-based, Desk-based",,,,,1,,,Unknown,Hydrological,,,,High,,,,,,,,,,,Channel,High,Winding,Lebanon,,High,Ditch/Trench,"None, None",,,,,,,,,,,None,,,,,Low,E35N34-22,,,,,,,,,E35N34-22_000023,Slopes,,,,,Designation,,None,,,,,,,5a4715b0-bb91-409b-89e4-aa339d893af5
"GEOMETRYCOLLECTION (POLYGON ((35.987883 34.221795, 35.987848 34.221764, 35.988207 34.221427, 35.988548 34.221106, 35.98899 34.220999, 35.988905 34.221456, 35.987883 34.221795)))","2017-12-19, 2018-01-04",,,,EAMENA-0127070,,,Not Applicable,Clustered,2 to 5,,"Jennie Bradbury, Eleanor Blackwood",,,,,,,,,,,,,,,,,Positive/Built Feature,Sub-circular,,,"Desk-based, Desk-based",,,,,2 to 5,,,Unknown,"Agricultural/Pastoral, Domestic, Religious",,,,"Medium, Medium, Low",,,,,,,,,,,Enclosure,High,Sub-rectangular,Lebanon,,Medium,Structure,"None, None",,,,,,,Medium,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000025,Plain/Plateau,,,,,Designation,,None,,,,,,,9b8a7fec-6e8d-4e21-b634-2fd7ac003ccc
GEOMETRYCOLLECTION (POINT (35.992661 34.220285)),19/12/2017,,,,EAMENA-0127071,,,Not Applicable,Clustered,6 to 10,,Jennie Bradbury,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,6 to 10,,,Unknown,,,,,,,,,,,,,,,,Tomb/Grave/Burial,Medium,Circular,Lebanon,,Low,Small Mound/Cairn,None,,,,,,,,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000026,,,,,,Designation,,None,,,,,,,0dd4db08-98ed-4b75-b510-8d04153ed1d7
GEOMETRYCOLLECTION (POINT (35.990182 34.209631)),19/12/2017,,,,EAMENA-0127072,,,Not Applicable,Isolated,1,,Jennie Bradbury,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,1,,,Unknown,,,,,,,,,,,,,,,,Enclosure,High,Sub-circular,Lebanon,,High,Structure,None,,,,,,,,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000027,,,,,,Designation,,None,,,,,,,136afb77-0bb6-46ba-a5a9-687b4e7e564e
GEOMETRYCOLLECTION (POINT (35.988956 34.207142)),19/12/2017,,,,EAMENA-0127073,,,Not Applicable,Clustered,2 to 5,,Jennie Bradbury,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,2 to 5,,,Unknown,,,,,,,,,,,,,,,,Enclosure,High,Sub-circular,Lebanon,,High,Structure,None,,,,,,,,,,,None,,,High,,Low,E35N34-22,,,,,,,,,E35N34-22_000028,,,,,,Designation,,None,,,,,,,eb9a23c4-e18d-43bb-a0b1-46dee39b7330
GEOMETRYCOLLECTION (POINT (35.985129 34.04778)),19/12/2017,,,,EAMENA-0127074,,,Not Applicable,Clustered,6 to 10,,Jennie Bradbury,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,6 to 10,,,Unknown,,,,,,,,,,,,,,,,Enclosure,Medium,Irregular,Lebanon,,Medium,Structure,None,,,,,,,,,,,None,,,High,,Medium,E35N34-22,,,,,,,,,E35N34-22_000029,,,,,,Designation,,None,,,,,,,fea75628-a839-4734-805a-2e1cc283e3c8
