period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p0qhb66xcnt,Πρώιμη Γεωμετρική,Greece except Crete,-0900,-0851,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66jpqb,Μέση Γεωμετρική,Greece except Crete,-0850,-0761,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb666zg4,Ύστερη Γεωμετρική,Greece except Crete,-0760,-0701,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb669r6t,Αρχαϊκή,Greece except Crete,-0700,-0481,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66wcdj,Κλασική,Greece except Crete,-0480,-0324,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66p53z,Ελληνιστική,Greece except Crete,-0323,-0147,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66sctf,Ρωμαϊκή,Greece except Crete,-0146,0323,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66q6ff,Πρωτοβυζαντινή,Greece except Crete,0324,0609,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66jr4s,Μέση Βυζαντινή,Greece except Crete,0610,1203,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vqkd,Ύστερη Βυζαντινή,Greece except Crete,1204,1452,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66sm2q,Οθωμανική,Greece except Crete,1453,1820,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66szh6,Σύγχρονη,Greece except Crete,1821,2000,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb666858,alsó paleolitikum,Hungary,-350000,-100001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb6665bx,középső paleolitikum,Hungary,-100000,-36001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66ngdr,felső paleolitikum,Hungary,-36000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb668629,mezolitikum,Hungary,-10000,-6001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66rqd8,korai neolitikum,Hungary,-6000,-5401,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb667btm,neolitikum,Hungary,-6000,-4501,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb667fwz,középső neolitikum,Hungary,-5400,-5001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66zjwf,késő neolitikum,Hungary,-5000,-4501,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66njcz,kora rézkor,Hungary,-4500,-4001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66dv8v,rézkor,Hungary,-4500,-2701,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66hsjd,középső rézkor,Hungary,-4000,-3601,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb666d6k,késő rézkor,Hungary,-3600,-2701,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66gpgs,bronzkor,Hungary,-2700,-0901,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66cwpg,kora bronzkor,Hungary,-2700,-1901,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66r6fn,középső bronzkor,Hungary,-1900,-1401,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66gwf3,késő bronzkor,Hungary,-1400,-0901,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66xdn4,kora vaskor,Hungary,-0900,-0701,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66hvns,vaskor,Hungary,-0900,-0101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66ksmf,középső vaskor,Hungary,-0700,-0451,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66zc67,késő vaskor,Hungary,-0450,-0101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bf72,kora római kor,Hungary,-0100,0269,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66hxbn,római kor,Hungary,-0100,0399,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb668qr4,késő római kor,Hungary,0270,0399,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66zbsz,népvándorlás kor,Hungary,0400,0884,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66xttp,honfoglalás kor,Hungary,0885,0999,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66n9z7,kora középkor,Hungary,0885,1300,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66m44k,Árpád-kor,Hungary,1000,1300,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66qqkh,középkor,Hungary,1301,1525,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb663tk9,kora újkor,Hungary,1526,1710,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66jc6j,újkor,Hungary,1526,2000,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66qgxn,újkor,Hungary,1711,1866,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66rwz9,legújabb kor,Hungary,1867,2000,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66cvqh,Early Medieval,Iceland,1000,1099,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb665h5t,Medieval,Iceland,1100,1599,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vh3p,Post Medieval,Iceland,1600,1899,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66drqx,Modern,Iceland,1900,2000,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb669mvf,Paleolitico,"Italy less Sicily, Sardinia, Tuscany, Umbria",-600000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66c6mp,Paleolitico Inferiore,"Italy less Sicily, Sardinia, Tuscany, Umbria",-600000,-150001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb662r96,Paleolitico Medio,"Italy less Sicily, Sardinia, Tuscany, Umbria",-150000,-40001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66cqch,Paleolitico Superiore,"Italy less Sicily, Sardinia, Tuscany, Umbria",-40000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66c638,Mesolitico,"Italy less Sicily, Sardinia, Tuscany, Umbria",-10000,-5001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66whfv,Neolitico,"Italy less Sicily, Sardinia, Tuscany, Umbria",-5000,-3301,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb665g8g,Eneolitico,"Italy less Sicily, Sardinia, Tuscany, Umbria",-3300,-2301,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66wxzf,Età del Bronzo,"Italy less Sicily, Sardinia, Tuscany, Umbria",-2300,-1001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66psc2,Età del Ferro,"Italy less Sicily, Sardinia, Tuscany, Umbria",-1000,-0751,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb669wrm,Orientalizzante,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0750,-0581,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66942z,Arcaica,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0580,-0481,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb665tzz,Classico,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0480,-0351,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb668x5m,Romano,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0350,0599,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66mvjk,Romano Repubblicano,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0350,-0028,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb667n7w,Romano Imperiale,"Italy less Sicily, Sardinia, Tuscany, Umbria",-0027,0399,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66gw4d,Tard'antichità,"Italy less Sicily, Sardinia, Tuscany, Umbria",0400,0599,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66h546,Medievale,"Italy less Sicily, Sardinia, Tuscany, Umbria",0600,1349,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66pk6z,Rinascimento,"Italy less Sicily, Sardinia, Tuscany, Umbria",1350,1549,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66h6b7,Moderno,"Italy less Sicily, Sardinia, Tuscany, Umbria",1550,1787,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66tm2x,Contemporaneo,"Italy less Sicily, Sardinia, Tuscany, Umbria",1788,1999,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66dpb6,Доња Палеолит,"Kosovo, Serbia",-600000,-100001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66fw9n,Палеолит,"Kosovo, Serbia",-600000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb6623jb,Средњи Палеолит,"Kosovo, Serbia",-100000,-30001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66gdph,Горња Палеолит,"Kosovo, Serbia",-30000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66sp4t,Мезолитско,"Kosovo, Serbia",-10000,-4001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vggp,неолитски,"Kosovo, Serbia",-4100,-3061,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66mz3h,енеолиту,"Kosovo, Serbia",-3060,-2101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66jb69,Рано бронзано доба,"Kosovo, Serbia",-2100,-1801,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66mjvw,бронзано доба,"Kosovo, Serbia",-2100,-1101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bgmj,Бронзано доба,"Kosovo, Serbia",-1800,-1501,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66kf24,Касно бронзано доба,"Kosovo, Serbia",-1500,-1101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vhdc,Рано гвозденог доба,"Kosovo, Serbia",-1100,-0801,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66swb6,гвозденог доба,"Kosovo, Serbia",-1100,-0601,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vnsn,Касно гвозденог доба,"Kosovo, Serbia",-0800,-0601,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb6699bn,Илирац,"Kosovo, Serbia",-0600,-0337,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bbcf,архаичан Илирски,"Kosovo, Serbia",-0600,-0481,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb663qtk,цлассиц Илирски,"Kosovo, Serbia",-0480,-0337,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bsd4,хеленистички,"Kosovo, Serbia",-0336,-0169,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66xg5g,републиканац,"Kosovo, Serbia",-0168,-0001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb666z72,римски,"Kosovo, Serbia",-0168,0564,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66dpx7,Рано Империал,"Kosovo, Serbia",0000,0099,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66fj2z,мид Империал,"Kosovo, Serbia",0100,0299,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb662md2,Касно Империал,"Kosovo, Serbia",0300,0564,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66gpmz,Медиевал ,"Kosovo, Serbia",0565,1388,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb662s3n,отомански,"Kosovo, Serbia",1389,1849,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb664tfb,модеран,"Kosovo, Serbia",1850,1999,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66sdph,Палеолит,Macedonia | Republic of Macedonia | North Macedonia,-450000,-10001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66mccg,Мезолит,Macedonia | Republic of Macedonia | North Macedonia,-10000,-7001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66k8gc,неолитот,Macedonia | Republic of Macedonia | North Macedonia,-7000,-4501,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66mrpz,енеолитот,Macedonia | Republic of Macedonia | North Macedonia,-4500,-2201,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66dxg6,бронзеното време,Macedonia | Republic of Macedonia | North Macedonia,-2200,-1001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb6694th,железното доба,Macedonia | Republic of Macedonia | North Macedonia,-1000,-0601,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66d9cm,Доцна во архајскиот период,Macedonia | Republic of Macedonia | North Macedonia,-0600,-0501,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66wcc8,архајскиот период,Macedonia | Republic of Macedonia | North Macedonia,-0500,-0351,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66vgd4,хеленистичкиот период,Macedonia | Republic of Macedonia | North Macedonia,-0350,0029,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66wkxj,римскиот период,Macedonia | Republic of Macedonia | North Macedonia,0030,0299,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb666nxm,доцната антика,Macedonia | Republic of Macedonia | North Macedonia,0300,0599,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bjxq,средновековен,Macedonia | Republic of Macedonia | North Macedonia,0600,1370,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66bhgm,отоманскиот период,Macedonia | Republic of Macedonia | North Macedonia,1371,1911,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66t74p,современи,Macedonia | Republic of Macedonia | North Macedonia,1912,2000,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66f3nn,Paleolithicum,Netherlands,-1000000,-8801,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66rrc7,Prehistorie,Netherlands,-1000000,-0013,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb668qvz,Steentijd,Netherlands,-1000000,-2001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66qzp7,Vroeg Paleolithicum,Netherlands,-1000000,-350001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66jd47,Midden Paleolithicum,Netherlands,-350000,-35001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,
http://n2t.net/ark:/99152/p0qhb66wsb3,Laat Paleolithicum,Netherlands,-35000,-8801,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,http://n2t.net/ark:/99152/p0qhb66hskp http://n2t.net/ark:/99152/p0qhb66mncj
http://n2t.net/ark:/99152/p0qhb66hskp,Laat Paleolithicum A,Netherlands,-35000,-18001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66wsb3,
http://n2t.net/ark:/99152/p0qhb66mncj,Laat Paleolithicum B,Netherlands,-18000,-8801,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66wsb3,
http://n2t.net/ark:/99152/p0qhb66hzfs,Mesolithicum,Netherlands,-8800,-5301,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,http://n2t.net/ark:/99152/p0qhb66t42b http://n2t.net/ark:/99152/p0qhb66n4wb http://n2t.net/ark:/99152/p0qhb66zdzz
http://n2t.net/ark:/99152/p0qhb66zdzz,Vroeg Mesolithicum,Netherlands,-8800,-7101,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66hzfs,
http://n2t.net/ark:/99152/p0qhb66n4wb,Midden Mesolithicum,Netherlands,-7100,-6451,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66hzfs,
http://n2t.net/ark:/99152/p0qhb66t42b,Laat Mesolithicum,Netherlands,-6450,-5301,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66hzfs,
http://n2t.net/ark:/99152/p0qhb66gjd6,Neolithicum,Netherlands,-5300,-2001,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,,http://n2t.net/ark:/99152/p0qhb66r5sc http://n2t.net/ark:/99152/p0qhb66n38q
http://n2t.net/ark:/99152/p0qhb66n38q,Vroeg Neolithicum,Netherlands,-5300,-4201,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66gjd6,http://n2t.net/ark:/99152/p0qhb66cjjp http://n2t.net/ark:/99152/p0qhb66sz9d
http://n2t.net/ark:/99152/p0qhb66cjjp,Vroeg Neolithicum A,Netherlands,-5300,-4901,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66n38q,
http://n2t.net/ark:/99152/p0qhb66sz9d,Vroeg Neolithicum B,Netherlands,-4900,-4201,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66n38q,
http://n2t.net/ark:/99152/p0qhb66r5sc,Midden Neolithicum,Netherlands,-4200,-2851,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66gjd6,http://n2t.net/ark:/99152/p0qhb669mbz http://n2t.net/ark:/99152/p0qhb66vx2h
http://n2t.net/ark:/99152/p0qhb669mbz,Midden Neolithicum A,Netherlands,-4200,-3401,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66r5sc,
http://n2t.net/ark:/99152/p0qhb66vx2h,Midden Neolithicum B,Netherlands,-3400,-2851,http://n2t.net/ark:/99152/p0qhb66,ARIADNE Data Collection | ARIADNE Consortium | ,2015,http://n2t.net/ark:/99152/p0qhb66r5sc,
