Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((37.32517 31.997825, 37.325973 31.996924, 37.327252 31.996476, 37.327178 31.997372, 37.326916 31.998192, 37.325214 31.998303, 37.32517 31.997825)))","2018-10-24, 2018-10-24",2018-10-15,None,,EAMENA-0184386,,Probable,Not Applicable,Dispersed,11 to 20,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Water Action,,,None,Positive/Built Feature,Irregular,,Very Bad,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Natural,11 to 20,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,"Collapse/Structural Damage, Structural Alteration, Artefact Displacement",,,Not Applicable,,,,,,,,,,,Unknown,High,Irregular,Jordan,,Not Applicable,Rubble Spread/Architectural Fragments,"None, None","High, High, High",,,Archaeological Site,,"9c27d466-f5ec-49fa-88f0-51a54641a2d5, CPF Jordan Training",High,,,,None,,,High,Water Action,High,E37N31-34,,Natural,,,,,,,,Plain/Plateau,61-90%,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,c8800fb8-fff1-4dce-8873-a40f5ca53a8f
"GEOMETRYCOLLECTION (POLYGON ((35.829746 31.640063, 35.829596 31.640194, 35.829138 31.640222, 35.829006 31.640203, 35.828835 31.640054, 35.828641 31.639622, 35.828595 31.639435, 35.828638 31.639234, 35.828674 31.63911, 35.828931 31.639168, 35.82911 31.639194, 35.829242 31.639162, 35.829364 31.639147, 35.829628 31.639095, 35.829854 31.638955, 35.83005 31.638964, 35.830143 31.639092, 35.830258 31.639281, 35.830254 31.639424, 35.830208 31.639509, 35.830111 31.639521, 35.829961 31.639579, 35.829839 31.639881, 35.829746 31.640063)))",2018-02-15,2020-11-17,None,,EAMENA-0184389,,Possible,Definite,,,,Mohammad Mubarak,,None,None,,,None,None,None,,,,,Clearance (Hand),,,mohammad mubarak,Positive/Built Feature,Polygonal,,Fair,Archaeological Assessment (Image Interpretation),Medium,,,Looting/Illegal Activities,,Government Authority/Staff,,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),Religious,Collapse/Structural Damage,,Definite,Definite,,,,,,,,,,,,,,Jordan,,,,None,Low,,,Archaeological Site,,"0f535b7c-882f-4b80-b8ab-afb84e8d280c, CPF Jordan Training",High,,,,None,mohammad mubarak,,Definite,Breaking/Smashing,High,E35N31-42,Nabataean (Levant/Northern Arabia),Looting/Illegal Activities,,,,,,,Dleelat al- Mteerat,Summit,11-30%,,,"Old ArchesID, Comments",Toponym,,None,2020-11-17,,,,,,4d42eb54-f2f5-48fe-a65e-e7a8360e6334
"GEOMETRYCOLLECTION (POLYGON ((37.315168 31.990565, 37.315209 31.990713, 37.315177 31.99088, 37.315104 31.990916, 37.31501 31.990722, 37.315025 31.990611, 37.31513 31.99054, 37.315168 31.990565)))","2018-10-27, 2018-10-27",2018-10-15,None,,EAMENA-0184387,,Possible,Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Medium,,,Agricultural/Pastoral,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,"Collapse/Structural Damage, Artefact Displacement",,,Not Applicable,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,Medium,Rubble Spread/Architectural Fragments,"None, None","Medium, Medium",,,Archaeological Site,,"9c6e3752-6e46-43b5-afa7-9d1542040920, CPF Jordan Training",High,,,,None,,,High,Grazing/Animal Movement,High,E37N31-34,,Agricultural/Pastoral,,,,,,,,Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,97992c5e-4774-404f-9196-4b20e918398b
"GEOMETRYCOLLECTION (POLYGON ((37.483526 31.809237, 37.483466 31.809346, 37.483294 31.809419, 37.482976 31.809397, 37.482745 31.809281, 37.482384 31.809105, 37.48223 31.809127, 37.482118 31.808755, 37.48247 31.808719, 37.482616 31.808814, 37.482805 31.808799, 37.483062 31.808741, 37.483431 31.808668, 37.483577 31.808763, 37.483526 31.809237)))","2019-01-19, 2019-01-19",2018-10-13,None,,EAMENA-0184388,,"Probable, Possible",Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,"Grazing/Animal Movement, Water Action",,,None,Positive/Built Feature,Irregular,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,Collapse/Structural Damage,,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None",High,,,Archaeological Site,,"9d0a3fb4-72cd-4cde-bbaa-b731eb1fe149, CPF Jordan Training",High,,,,None,,,High,Grazing/Animal Movement,High,E37N31-34,,"Agricultural/Pastoral, Natural",,,,,,,ENCLOSURE,Summit,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-13,,,,,,47d64652-1cc0-4e2d-87fb-57ac6214305e
"GEOMETRYCOLLECTION (POLYGON ((35.83303 32.377264, 35.832979 32.377336, 35.832984 32.377331, 35.832956 32.377384, 35.83287 32.377399, 35.832916 32.377615, 35.832756 32.377784, 35.83042 32.378419, 35.830408 32.37839, 35.829326 32.377192, 35.831081 32.37633, 35.831309 32.37621, 35.831474 32.376619, 35.832129 32.376537, 35.832585 32.37646, 35.832899 32.376417, 35.832739 32.376691, 35.832428 32.376843, 35.832454 32.376888, 35.83303 32.377264)))","2018-05-08, 2018-05-08","2018-05-08, 2018-05-08, 2018-05-08, 2018-05-08","None, None, None, None",,EAMENA-0184391,,"Planned, Possible, Possible, Probable","Definite, Possible, Probable, Not Applicable, Definite, Definite","Dispersed, Dispersed, Isolated","6 to 10, 6 to 10, 1",,"Khaled Zyout, Khaled Zyout",,"None, None, None, None","None, None, None, None",,,"None, None, None, None","None, None, None, None","None, None, None, None",,,,,"Road/Track, Vegetation/Crops/Trees, Ploughing, Drilling",,,"None, None, None, None","Negative/Cut/Dug Feature, Positive/Built Feature, Surface Feature",Irregular,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, Definite, Definite, Medium",,,"Looting/Illegal Activities, Agricultural/Pastoral, Infrastructure/Transport, Agricultural/Pastoral","6 to 10, 1, 6 to 10","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Unknown, Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)","Religious, Funerary/Memorial, Domestic","Loss/Removal of Archaeological Material, Loss/Removal of Archaeological Material, Loss/Removal of Archaeological Material, Loss/Removal of Archaeological Material",,"Definite, Possible, Probable, Definite, Definite","Definite, Definite, Definite",,,,,,,,,,,"Tomb/Grave/Burial, Altar, House/Dwelling","High, Definite, Definite","Curvilinear, Semi-circular, Straight",Jordan,,"High, High, High","Cave, Cave, Upright Stone","None, None","High, High, High, Medium",,,Archaeological Site,,"9d1dc576-a3f6-401a-a41f-86718368acac, CPF Jordan Training",High,,,,"None, None, None, None, None, None",,,Definite,"Drilling, Vegetation/Crops/Trees, Road/Track, Ploughing",Definite,E35N32-24,"Roman Imperial (Levant/Mesopotamia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Byzantine (Levant/Mesopotamia)","Infrastructure/Transport, Agricultural/Pastoral, Agricultural/Pastoral, Looting/Illegal Activities",,,,,,,"ABIDE, عابدة","Plain/Plateau, Summit",11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"2018-05-08, 2018-05-08, 2018-05-08, 2018-05-08",,,,,,fe9338aa-a965-4cc3-bd9c-963fcc037670
"GEOMETRYCOLLECTION (POLYGON ((35.894931 32.284367, 35.894717 32.284584, 35.894429 32.284674, 35.894253 32.284781, 35.894071 32.284881, 35.893876 32.284946, 35.893821 32.284929, 35.893799 32.284533, 35.893761 32.284369, 35.893526 32.284447, 35.893225 32.284485, 35.893013 32.284556, 35.892872 32.284578, 35.892483 32.28484, 35.89233 32.284935, 35.892204 32.284983, 35.891701 32.28494, 35.891405 32.284931, 35.890975 32.284931, 35.890672 32.284959, 35.890055 32.284914, 35.889961 32.284875, 35.889835 32.284768, 35.88949 32.284414, 35.889108 32.284073, 35.888668 32.283679, 35.88836 32.283365, 35.888004 32.28308, 35.887768 32.282794, 35.887624 32.282481, 35.887534 32.282113, 35.887514 32.2818, 35.887493 32.281223, 35.887473 32.28073, 35.887437 32.280422, 35.887307 32.27993, 35.887129 32.279473, 35.886976 32.279029, 35.886897 32.278898, 35.886831 32.278783, 35.886846 32.278689, 35.887424 32.278003, 35.888262 32.277142, 35.888382 32.276934, 35.888568 32.276764, 35.888895 32.276409, 35.889523 32.275741, 35.889578 32.275587, 35.889511 32.27536, 35.88935 32.274963, 35.889918 32.274712, 35.889597 32.274162, 35.889749 32.27401, 35.889874 32.273887, 35.889376 32.273203, 35.889229 32.272903, 35.889134 32.272745, 35.889075 32.272672, 35.889193 32.272533, 35.889215 32.272404, 35.889104 32.271598, 35.889104 32.271435, 35.889223 32.271397, 35.889372 32.271378, 35.889513 32.271472, 35.889692 32.271541, 35.889715 32.271623, 35.889826 32.271655, 35.889968 32.271655, 35.890147 32.271718, 35.890391 32.271799, 35.891459 32.271935, 35.891504 32.272377, 35.891333 32.275093, 35.891496 32.27569, 35.891909 32.276416, 35.892075 32.276794, 35.892208 32.277223, 35.892327 32.277992, 35.892302 32.278429, 35.892315 32.278643, 35.8923 32.278739, 35.892461 32.278935, 35.892777 32.279433, 35.893047 32.279739, 35.893343 32.280232, 35.893707 32.280617, 35.893756 32.280695, 35.893791 32.280797, 35.89384 32.280899, 35.893845 32.281, 35.893938 32.281114, 35.894131 32.281331, 35.894428 32.281556, 35.894583 32.281669, 35.894462 32.282018, 35.894463 32.28269, 35.894549 32.283393, 35.894796 32.283998, 35.894931 32.284367)))","1999-07-15, 2018-04-29, 2020-11-13, 2018-04-29","2018-05-03, 1975-01-01, 2018-05-03, 1970-01-01, 2012-01-01, 2018-01-01, 2018-05-03, 2012-01-01, 2018-01-01, 2015-01-01, 2018-01-01","None, None, None, None, None, None, None, None, None, None, None",,EAMENA-0184390,,"Probable, Probable, Probable, Probable, Probable, Probable","Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite","Discrete, Discrete, Discrete, Dispersed, Discrete, Discrete, Discrete, Discrete, Discrete, Discrete, Dispersed, Dispersed, Discrete, Discrete, Discrete, Discrete, Discrete, Discrete, Discrete, Dispersed, Discrete","11 to 20, 1, 1, Unknown, 2 to 5, 2 to 5, 2 to 5, 21 to 50, 2 to 5, 1, Unknown, Unknown, 2 to 5, 2 to 5, 21 to 50, Unknown, Unknown, 21 to 50, 1, Unknown, 2 to 5",,"Mohamad Atoom, Mohamad Atoom, Mohamad Atoom, Mohamad Atoom",2019-11-01,"None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None",,,"None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None",,,,,"Excavation (Hand), Graffiti, Grazing/Animal Movement, Excavation (Hand), No Visible/Known, Vegetation/Crops/Trees",,,"None, None, None, None, None, None, None, None, None, None, None","Negative/Cut/Dug Feature, Positive/Built Feature, Surface Feature",Irregular,,Good,"Archaeological Assessment/Ground Survey, Archaeological Assessment (Image Interpretation), Desk-based Assessment, Condition Assessment (Image Interpretation)","Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite",,,"Agricultural/Pastoral, Agricultural/Pastoral, Natural, Public/Institutional Use, Archaeological, Looting/Illegal Activities, Tourism/Visitor Activities, Archaeological, Unknown, Building and Development, Archaeological","1, Unknown, Unknown, Unknown, Unknown, 21 to 50, 21 to 50, 1, 2 to 5, 2 to 5, 2 to 5, 2 to 5, 21 to 50, 2 to 5, 1, Unknown, 1, 2 to 5, 11 to 20, 2 to 5, Unknown","Government Authority/Staff, Government Authority/Staff, Government Authority/Staff, Government Authority/Staff",,"Bronze Age (Levant), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Contemporary Islamic (MENA), Contemporary Islamic (MENA), Islamic (Levant/Arabia), Islamic (Levant/Arabia)",Entertainment/Leisure,"Erosion/Deterioration, Collapse/Structural Damage, Covered, Earth Displacement, Structural Alteration, Artefact Displacement, Covered, Erosion/Deterioration, Collapse/Structural Damage, Artefact Displacement, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Covered, Structural Alteration, Loss/Removal of Archaeological Material, Earth Displacement, Loss/Removal of Archaeological Material, Artefact Displacement, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Covered, Structural Alteration, Covered, Collapse/Structural Damage, Loss/Removal of Archaeological Material, Artefact Displacement, Earth Displacement, Loss/Removal of Archaeological Material, Artefact Displacement, Collapse/Structural Damage",,"Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite",Definite,,,,,,,,,,,"Mosque/Madrasa Complex, Column/Obelisk, Inscription/Rock Art/Relief, Cistern, Sub-surface Material, Ramparts/Fortification/Defensive Earthwork, Market/Commercial Unit, Press/Press Element, Colonnaded Street, Tomb/Grave/Burial, Bath-house, Theatre/Odeon, Flooring/Mosaic/Paving, Kiln/Forge/Furnace, Circus/Hippodrome, Aqueduct, Ramparts/Fortification/Defensive Earthwork, Gateway/Arch/Intersection, Church/Chapel, Temple/Sanctuary/Shrine, Altar","Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite","Rectangular/Square, Rectangular/Square, Rectangular/Square, Rectangular/Square, Rectangular/Square, Semi-circular, Straight, Rectangular/Square, Semi-circular, Rectangular/Square, Multiple, Multiple, Irregular, Rectangular/Square, Multiple, Multiple, Semi-circular, Rectangular/Square, Rectilinear, Irregular, Rectangular/Square",Jordan,,"Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite","Structure, Structure, Structure, Object, Structure, Structure, Paved/Laid Surface, Structure, Structure, Structure, Rubble Spread/Architectural Fragments, Object, Cave, Structure, Paved/Laid Surface, Pit/Shaft/Tunnel, Depression/Hollow, Tower, Wall, Scatter, Structure","None, None, None, None","Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite, , Definite, Definite, Definite, Definite",,,Archaeological Site,,"9d1acc75-942c-420b-9159-8548478f9691, CPF Jordan Training",Definite,,,,"None, None, None, None, None, None, None, None, None",,,Definite,"Grazing/Animal Movement, Occupation/Continued Use, Vegetation/Crops/Trees, Structural Robbing, Reconstruction, Excavation (Hand), No Visible/Known, Conservation, Graffiti, Road/Track, Excavation (Hand)",Definite,E35N32-24,"Roman Imperial (Levant/Mesopotamia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Contemporary Islamic, Early 20th century (MENA), First World War (MENA), Islamic, Late (Ottoman) (Levant/Arabia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia)","Archaeological, Unknown, Agricultural/Pastoral, Looting/Illegal Activities, Tourism/Visitor Activities, Natural",,,,,,,"Jerash Archaeological Site, MEGA-Jordan 12566",Slopes,61-90%,,,"Old ArchesID, Comments","Toponym, Designation",,None,"2018-05-03, 1975-01-01, 2018-05-03, 1970-01-01, 2012-01-01, 2018-01-01, 2018-05-03, 2012-01-01, 2018-01-01, 2015-01-01, 2018-01-01",,,,,,d6dd26e7-00b9-49dc-b7c5-6cada4b24a50
"GEOMETRYCOLLECTION (POLYGON ((36.309474 32.427897, 36.309403 32.427718, 36.309464 32.427148, 36.309032 32.427056, 36.30917 32.426725, 36.309273 32.42658, 36.309801 32.426634, 36.310182 32.426549, 36.310548 32.426452, 36.31103 32.426249, 36.311727 32.425967, 36.312809 32.425434, 36.31309 32.425206, 36.313428 32.4231, 36.314433 32.422586, 36.315341 32.423486, 36.315786 32.423898, 36.316783 32.423183, 36.317121 32.423572, 36.317248 32.4237, 36.317366 32.423806, 36.317448 32.423917, 36.317541 32.424025, 36.317585 32.424096, 36.317678 32.424167, 36.317789 32.424281, 36.317894 32.424373, 36.317989 32.424446, 36.318097 32.424563, 36.318182 32.424637, 36.318977 32.424186, 36.319061 32.424287, 36.319642 32.425376, 36.318448 32.426432, 36.316703 32.426541, 36.316543 32.426746, 36.315712 32.426938, 36.315429 32.427069, 36.315167 32.427152, 36.314981 32.4272, 36.314792 32.427269, 36.314779 32.42728, 36.314639 32.427493, 36.314364 32.427776, 36.313391 32.428264, 36.312947 32.428492, 36.31294 32.428497, 36.312452 32.428708, 36.312267 32.428744, 36.311805 32.428889, 36.31114 32.429088, 36.310861 32.428816, 36.310646 32.428599, 36.310476 32.428503, 36.309474 32.427897)))","2018-07-01, 2018-07-01","None, 2003-07-25, None","None, None, None",,EAMENA-0184393,,"Probable, Probable, Probable","Probable, Probable, Probable, Probable, Probable","Dispersed, Dispersed, Dispersed","2 to 5, 2 to 5, 21 to 50",,"Rudaina Almomani, Rudaina Almomani",,"2003-07-25, None, 2003-07-25","2010-10-21, None, 2010-10-21",,,"None, None, None","2003-07-25, None, 2003-07-25","2010-10-21, None, 2010-10-21",,,,,"Road/Track, Construction, Vegetation/Crops/Trees",,,"None, None, None",Positive/Built Feature,Polygonal,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High, High",,,"Domestic Use, Infrastructure/Transport, Agricultural/Pastoral","1, 2 to 5, 2 to 5, 2 to 5, 2 to 5, 21 to 50, 1, 2 to 5","Government Authority/Staff, Government Authority/Staff",,"Iron Age (Levant/Mesopotamia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Domestic,"Loss/Removal of Archaeological Material, Covered, Loss/Removal of Archaeological Material, Not Applicable",,"Probable, Probable, Probable, Probable, Probable",High,,,,,,,,,,,"Mosque/Imam/Marabout, Fort/Fortress/Castle, Monastic Complex, Basin/Tank, Tomb/Grave/Burial, Building/Enclosure, Settlement/Habitation Site, Church/Chapel","High, High, High","Multiple, Multiple, Rectangular/Square",Jordan,,"High, High, High, High, High, High, High, High","Pit/Shaft/Tunnel, Bank/Wall, Structure","None, None","High, High, Medium, Not Applicable",,,Archaeological Site,,"9d5b9d25-dbca-46a0-ad09-fb51599cbab9, CPF Jordan Training",High,,,,"None, None, None, None, None",,,High,"Construction, Road/Track, Vegetation/Crops/Trees",High,E36N32-14,"Iron Age (Northern Levant), Nabataean (Levant/Northern Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Byzantine (Levant/Mesopotamia), Roman Imperial (Levant/Mesopotamia)","Infrastructure/Transport, Domestic Use, Agricultural/Pastoral",,,,,,,"JADIS 2720.001, MEGA-Jordan 2806, UMM EL-SURAB, أم السراب",Plain/Plateau,11-30%,,,"Old ArchesID, Comments","Designation, Designation, Toponym, Toponym",,None,"None, 2003-07-25, None",,,,,,aedb95f0-ba25-41a8-bbcd-0d2212adf9fe
"GEOMETRYCOLLECTION (POLYGON ((35.795362 31.995342, 35.795186 31.995579, 35.794782 31.995812, 35.794392 31.995852, 35.794087 31.995659, 35.79422 31.995517, 35.794048 31.995349, 35.793825 31.995186, 35.793795 31.994847, 35.794242 31.994494, 35.794932 31.994862, 35.794975 31.995066, 35.79531 31.995146, 35.795362 31.995342)))","2018-05-30, 2018-05-30","2018-05-30, 2018-05-30, 2018-05-30","None, None, None",,EAMENA-0184392,,Possible,"Definite, Definite",Concentric,21 to 50,,"Mariam Ibrahim, Mariam Ibrahim",,"None, None, None","None, None, None",,,"None, None, None","None, None, None","None, None, None",,,,,Construction,,,"None, None, None",Positive/Built Feature,Polygonal,,Fair,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, Definite, Definite",,,"Archaeological, Natural, Building and Development","2 to 5, 1, 2 to 5, 2 to 5, 1, 1, 2 to 5, 2 to 5","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia)",Domestic,"Relocation of Archaeological Features, Loss/Removal of Archaeological Material, Collapse/Structural Damage",,"Definite, Definite",Definite,,,,,,,,,,,"Production/Processing (Agricultural), Hearth/Oven, Press/Press Element, House/Dwelling, Mine/Quarry/Extraction, Well, Cistern, Sub-surface Material",Definite,Polygonal,Jordan,,"Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite",Large Mound,"None, None","Medium, High, Definite",,,Archaeological Site,,"9d554f9f-ea01-4114-8671-e672074c23d3, CPF Jordan Training",Medium,,,,"None, None",,,Definite,"Excavation (Hand), Vegetation/Crops/Trees, Occupation/Continued Use",High,E35 N31-44,"Byzantine (Levant/Mesopotamia), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia)",Building and Development,,,,,,,"خربة الدير, DEIR, Khirbet ed Dair",Summit,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym, Toponym",,None,"2018-05-30, 2018-05-30, 2018-05-30",,,,,,c2739886-8d49-4e79-ac4a-5f2063d0309c
"GEOMETRYCOLLECTION (POLYGON ((35.861149 31.871973, 35.860965 31.871968, 35.860958 31.871782, 35.861194 31.871771, 35.861149 31.871973)))","2018-05-19, 2018-05-19",2017-12-30,None,,EAMENA-0184394,,Possible,"Possible, Definite, Possible",Discrete,2 to 5,,"Mariam Ibrahim, Mariam Ibrahim",,None,None,,,None,None,None,,,,,Construction,,,None,Positive/Built Feature,Polygonal,,Destroyed,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,"1, 1, 1, 2 to 5","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia), Unknown",Defensive/Fortification,Covered,,"Possible, Definite",High,,,,,,,,,,,"Cistern, Sub-surface Material, Settlement/Habitation Site, Ramparts/Fortification/Defensive Earthwork",High,Polygonal,Jordan,,"Definite, High, High, High",Cleared Area,"None, None",High,,,Archaeological Site,,"9d5fa823-32ac-4ba7-aec3-9f1496c74a67, CPF Jordan Training",High,,,,"None, None, None",,,Definite,Vegetation/Crops/Trees,High,E35 N31-44,"Byzantine (Levant/Mesopotamia), Iron Age 2 (Southern Levant)",Natural,,,,,,,NN/HESBAN REGION SURVEY SITE 151,Plain/Plateau,91-100%,,,"Old ArchesID, Comments",Toponym,,None,2017-12-30,,,,,,ccd6985c-df08-4925-9dcb-92d6fe0ca106
"GEOMETRYCOLLECTION (POLYGON ((37.259649 31.99129, 37.259675 31.991406, 37.259615 31.99153, 37.259495 31.991603, 37.259349 31.991624, 37.259186 31.991472, 37.25928 31.991333, 37.259503 31.991246, 37.259649 31.99129)))","2018-11-09, 2018-11-09",2018-10-15,None,,EAMENA-0184396,,"Possible, Probable",Not Applicable,Discrete,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,"Water Action, Grazing/Animal Movement",,,None,Positive/Built Feature,Polygonal,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,"Collapse/Structural Damage, Artefact Displacement",,,Not Applicable,,,,,,,,,,,Unknown,High,Irregular,Jordan,,Not Applicable,Rubble Spread/Architectural Fragments,"None, None","High, High",,,Archaeological Site,,"9da11ee7-9ebf-4490-afed-87569f98e7a6, CPF Jordan Training",High,,,,None,,,High,Grazing/Animal Movement,High,E37N31-34,,"Natural, Agricultural/Pastoral",,,,,,,,Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,c4cb949a-62cd-4e20-ba4c-b8051c2ffaee
